,"[1,1]","[2,2]","[3,3]","[4,4]","[5,5]","[6,6]","[7,7]","[8,8]","[9,9]","[10,10]","[11,11]","[12,12]"
"[0,0]","[32.830244,34.292111]","[33.491219,33.730056]","[33.417741,34.035763]","[33.279757,34.353020]","[33.163940,34.500830]","[33.601398,34.017262]","[32.083879,35.546963]","[33.773726,33.970613]","[33.518414,34.332575]","[33.837541,33.960638]","[33.687150,33.866618]","[31.819612,35.441386]"
