,"[1,1]","[2,2]","[3,3]","[4,4]","[5,5]","[6,6]","[7,7]","[8,8]","[9,9]","[10,10]","[11,11]","[12,12]"
"[0,0]","[8.041252,10.846765]","[8.325522,10.810061]","[8.624273,10.498604]","[8.489939,10.340865]","[8.497563,9.863219]","[8.498364,9.386042]","[8.202275,9.349544]","[7.993410,9.435570]","[8.076747,9.426404]","[8.114573,9.617388]","[8.306346,9.770910]","[8.436999,10.055168]"
